policyID,statecode,county,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2012,hu_site_deductible,point_latitude,line,construction,point_granularity
653409,FL,OKALOOSA COUNTY,2125397.87,0,0,3340538.84,0,30.421215,Commercial,Reinforced Masonry,3
355976,FL,OKALOOSA COUNTY,2055143.45,0,0,2080462.81,0,30.41857,Commercial,Reinforced Masonry,1
884082,FL,OKALOOSA COUNTY,258554.7,258554.7,258554.7,257619.77,0,30.410538,Residential,Wood,1
102209,FL,OKALOOSA COUNTY,408469.5,408469.5,408469.5,419583.14,0,30.410543,Residential,Masonry,1
215487,FL,OKALOOSA COUNTY,287869.5,287869.5,287869.5,245506.62,0,30.410471,Residential,Wood,1
471737,FL,OKALOOSA COUNTY,258554.7,258554.7,258554.7,213714.85,0,30.410475,Residential,Wood,1
927260,FL,OKALOOSA COUNTY,409754.7,409754.7,409754.7,717868.11,0,30.410486,Residential,Masonry,1
702589,FL,OKALOOSA COUNTY,179485.2,179485.2,179485.2,286866.17,0,30.410559,Residential,Wood,1
402398,FL,OKALOOSA COUNTY,98869.5,98869.5,98869.5,129031.82,0,30.410519,Residential,Wood,1
875957,FL,OKALOOSA COUNTY,272700,272700,272700,197198.91,0,30.41054,Residential,Wood,1
893906,FL,OKALOOSA COUNTY,98869.5,98869.5,98869.5,91500.76,0,30.409327,Residential,Wood,1
598292,FL,OKALOOSA COUNTY,56442.6,56442.6,56442.6,54101.25,0,30.4091,Residential,Wood,1
355578,FL,OKALOOSA COUNTY,78685.2,78685.2,78685.2,127147.41,0,30.414015,Residential,Wood,1
156004,FL,OKALOOSA COUNTY,78685.2,78685.2,78685.2,125416.34,0,30.41151,Residential,Wood,1
250802,FL,OKALOOSA COUNTY,78685.2,78685.2,78685.2,97585.39,0,30.411283,Residential,Wood,1
738022,FL,OKALOOSA COUNTY,78685.2,78685.2,78685.2,96169.05,0,30.411034,Residential,Wood,1
861105,FL,OKALOOSA COUNTY,56442.6,56442.6,56442.6,69819.78,0,30.40959,Residential,Wood,1
960463,FL,OKALOOSA COUNTY,56442.6,56442.6,56442.6,76040.37,0,30.40986,Residential,Wood,1
538138,FL,OKALOOSA COUNTY,56442.6,56442.6,56442.6,78229.44,0,30.4097,Residential,Wood,1
942785,FL,OKALOOSA COUNTY,52585.2,52585.2,52585.2,69706.52,0,30.411213,Residential,Wood,1
224136,FL,OKALOOSA COUNTY,637596,0,0,777816.11,0,30.429365,Residential,Masonry,1
393896,FL,OKALOOSA COUNTY,549926.1,0,0,873509.22,0,30.41106,Residential,Masonry,1
946965,FL,OKALOOSA COUNTY,982280.7,0,0,755675.42,0,30.41277,Residential,Masonry,1
931106,FL,OKALOOSA COUNTY,53339.48,0,0,45608.78,0,30.42414,Residential,Wood,3
449878,FL,OKALOOSA COUNTY,81109.98,0,0,114872.02,0,30.4264,Residential,Wood,1
378063,FL,OKALOOSA COUNTY,860287.5,0,860287.5,842145.76,0,30.41728,Residential,Masonry,1
210664,FL,OKALOOSA COUNTY,288000,0,288000,257167.87,8640,30.41728,Residential,Wood,1
911234,FL,OKALOOSA COUNTY,2779036.2,0,2779036.2,3620306.04,0,30.40943,Commercial,Reinforced Masonry,3
213856,FL,OKALOOSA COUNTY,767952,0,767952,1161456.75,0,30.40943,Residential,Masonry,3
203214,FL,OKALOOSA COUNTY,2420185.5,0,2420185.5,3051176.26,0,30.416174,Commercial,Reinforced Masonry,1
588568,FL,OKALOOSA COUNTY,567000,0,567000,437225.04,17010,30.4131,Residential,Masonry,4
554477,FL,OKALOOSA COUNTY,611051.7,0,0,666928.71,0,30.419949,Residential,Masonry,1
321025,FL,OKALOOSA COUNTY,1340170.53,0,0,2224629.47,0,30.403856,Residential,Masonry,3
951282,FL,OKALOOSA COUNTY,1535331.1,0,0,1748527.17,0,30.403856,Residential,Masonry,3
562737,FL,OKALOOSA COUNTY,1082984.67,0,0,1705336.98,0,30.414309,Residential,Masonry,1
938615,FL,OKALOOSA COUNTY,120340.36,0,0,134267.35,0,30.41809,Residential,Wood,1
194628,FL,OKALOOSA COUNTY,12048.63,0,0,11738.33,0,30.464516,Residential,Wood,3
874342,FL,OKALOOSA COUNTY,1928.05,0,0,1725.92,0,30.464516,Residential,Wood,3
734544,FL,OKALOOSA COUNTY,6727.97,0,0,9833.18,0,30.464516,Residential,Wood,3
963243,FL,OKALOOSA COUNTY,5602.34,0,0,6893.84,0,30.4236,Residential,Wood,3
403614,FL,OKALOOSA COUNTY,7369.91,0,0,10328.38,0,30.4236,Residential,Wood,3
108042,FL,OKALOOSA COUNTY,10661.51,0,0,9255.08,0,30.4236,Residential,Wood,3
409595,FL,OKALOOSA COUNTY,1571.17,0,0,1151.15,0,30.4236,Residential,Wood,3
165986,FL,OKALOOSA COUNTY,8656.02,0,0,10965.79,0,30.420067,Residential,Wood,1
336849,FL,OKALOOSA COUNTY,5201.69,0,0,5260.78,0,30.420067,Residential,Wood,1
245687,FL,OKALOOSA COUNTY,4040.15,0,0,6179.61,0,30.415056,Residential,Wood,1
547858,FL,OKALOOSA COUNTY,53307.54,0,0,82800.25,0,30.409468,Residential,Wood,1
906916,FL,OKALOOSA COUNTY,8991.58,0,0,11003.8,0,30.409468,Residential,Wood,1
668006,FL,OKALOOSA COUNTY,8910.78,0,0,14466.41,0,30.409468,Residential,Wood,1
518416,FL,OKALOOSA COUNTY,12174.32,0,0,18407.57,0,30.409468,Residential,Wood,1
643623,FL,OKALOOSA COUNTY,2020.08,0,0,2121.47,0,30.409468,Residential,Wood,1
926693,FL,OKALOOSA COUNTY,19639.62,0,0,19641.78,0,30.409573,Residential,Wood,1
395381,FL,OKALOOSA COUNTY,3927.92,0,0,4892.23,0,30.413008,Residential,Wood,1
953823,FL,OKALOOSA COUNTY,2055.99,0,0,1546.1,0,30.413008,Residential,Wood,1
174451,FL,OKALOOSA COUNTY,72823.71,0,0,70207.88,0,30.413008,Residential,Wood,1
498894,FL,OKALOOSA COUNTY,4769.62,0,0,5059.61,0,30.413008,Residential,Wood,1
751188,FL,OKALOOSA COUNTY,30301.13,0,0,28223.13,0,30.4131,Residential,Wood,4
572494,FL,OKALOOSA COUNTY,1643117.81,0,0,2175693.37,0,30.411139,Residential,Masonry,1
706173,FL,OKALOOSA COUNTY,16395.15,0,0,24938.73,0,30.411139,Residential,Wood,1
720644,FL,OKALOOSA COUNTY,2031.3,0,0,1977.35,0,30.411137,Residential,Wood,1
322646,FL,OKALOOSA COUNTY,1057.17,0,0,1186.15,0,30.411137,Residential,Wood,1
654622,FL,OKALOOSA COUNTY,28777.09,0,0,40187.21,0,30.41785,Residential,Wood,1
464553,FL,OKALOOSA COUNTY,24438.42,0,0,27671.89,0,30.41785,Residential,Wood,1
670821,FL,OKALOOSA COUNTY,1346.72,0,0,1802.92,0,30.41785,Residential,Wood,1
570426,FL,OKALOOSA COUNTY,4126.56,0,0,4284.76,0,30.41785,Residential,Wood,1
362631,FL,OKALOOSA COUNTY,13143.95,0,0,10978.71,0,30.41785,Residential,Wood,1
247880,FL,OKALOOSA COUNTY,392.79,0,0,326.14,0,30.40688,Residential,Wood,1
437580,FL,OKALOOSA COUNTY,754.16,0,0,940.61,0,30.40688,Residential,Wood,1
252203,FL,OKALOOSA COUNTY,67335.83,0,0,58963.97,0,30.40253,Residential,Wood,1
376260,FL,OKALOOSA COUNTY,14421.09,0,0,19901.11,0,30.40253,Residential,Wood,1
966934,FL,OKALOOSA COUNTY,2020.08,0,0,2214.41,0,30.40253,Residential,Wood,1
472053,FL,OKALOOSA COUNTY,255331.87,0,0,333621.73,0,30.41915,Residential,Wood,1
155170,FL,OKALOOSA COUNTY,116659.33,0,0,154303.55,0,30.41915,Residential,Wood,1
383762,FL,OKALOOSA COUNTY,78210.57,0,0,112483.07,0,30.41915,Residential,Wood,1
311678,FL,OKALOOSA COUNTY,31423.39,0,0,34446.32,0,30.41915,Residential,Wood,1
392740,FL,OKALOOSA COUNTY,9379.88,0,0,14709.16,0,30.42809,Residential,Wood,3
338463,FL,OKALOOSA COUNTY,673.36,0,0,778.17,0,30.425135,Residential,Wood,1
742057,FL,OKALOOSA COUNTY,4399.27,0,0,4652.39,0,30.421644,Residential,Wood,1
769118,FL,OKALOOSA COUNTY,9379.88,0,0,8669.82,0,30.421644,Residential,Wood,1
599926,FL,OKALOOSA COUNTY,12625.47,0,0,10941.13,0,30.421644,Residential,Wood,1
422230,FL,OKALOOSA COUNTY,3366.79,0,0,3929.01,0,30.421644,Residential,Wood,1
301651,FL,OKALOOSA COUNTY,22408.24,0,0,23357.46,0,30.406483,Residential,Wood,3
383830,FL,OKALOOSA COUNTY,39444.21,0,0,55646.63,0,30.406483,Residential,Wood,3
163854,FL,OKALOOSA COUNTY,178843.98,0,0,148275.96,0,30.404871,Residential,Wood,3
662565,FL,OKALOOSA COUNTY,2581.21,0,0,3541.78,0,30.416063,Residential,Wood,1
660484,FL,OKALOOSA COUNTY,5325.14,0,0,5374.07,0,30.416063,Residential,Wood,1
617248,FL,OKALOOSA COUNTY,12906.03,0,0,22693.04,0,30.416063,Residential,Wood,1
825861,FL,OKALOOSA COUNTY,4384236.19,0,0,5894342.5,0,30.403658,Commercial,Reinforced Masonry,3
231197,FL,OKALOOSA COUNTY,4264.6,0,0,5722.56,0,30.40378,Residential,Wood,3
916258,FL,OKALOOSA COUNTY,3591.24,0,0,3008.73,0,30.427303,Residential,Wood,1
161758,FL,OKALOOSA COUNTY,2468.98,0,0,3183.36,0,30.412425,Residential,Wood,1
887223,FL,OKALOOSA COUNTY,275740.24,0,0,407614.67,0,30.4197,Residential,Wood,1
383344,FL,OKALOOSA COUNTY,1048194.49,0,0,817509.95,0,30.41951,Residential,Masonry,1
459625,FL,OKALOOSA COUNTY,4994.07,0,0,4483.43,0,30.42197,Residential,Wood,1
693149,FL,OKALOOSA COUNTY,104819.45,0,0,147367.76,0,30.422218,Residential,Wood,1
351043,FL,OKALOOSA COUNTY,27000,0,27000,45241.2,0,30.42407,Residential,Wood,1
844929,FL,WALTON COUNTY,64195.2,0,64195.2,84384.27,0,30.371734,Residential,Wood,3
774573,FL,WALTON COUNTY,55024.2,0,55024.2,72858.09,0,30.371734,Residential,Wood,3
660510,FL,WALTON COUNTY,42780.6,0,42780.6,65069.29,0,30.371734,Residential,Wood,3
112074,FL,WALTON COUNTY,55800,0,55800,78680.68,1116,30.371734,Residential,Wood,3
982904,FL,WALTON COUNTY,21267.18,0,0,27756.86,0,30.378227,Residential,Wood,1
507519,FL,WALTON COUNTY,71370000,0,71370000,100800000,0,30.371225,Commercial,Steel Frame,1
532294,FL,WALTON COUNTY,772290.9,0,0,707109.55,0,30.38286,Residential,Masonry,1
835886,FL,WALTON COUNTY,205567.2,0,0,163277.3,0,30.380007,Residential,Wood,1
161671,FL,WALTON COUNTY,1230175.8,0,0,1781048.52,0,30.377911,Residential,Masonry,1
223349,FL,WALTON COUNTY,1221435,0,0,2114279.56,0,30.377911,Residential,Masonry,1
320534,FL,WALTON COUNTY,3372657.3,0,0,4190836.98,0,30.377911,Commercial,Reinforced Masonry,1
776158,FL,WALTON COUNTY,1680724.8,0,0,2904690.79,0,30.377911,Residential,Masonry,1
606616,FL,WALTON COUNTY,27810,0,0,43696.88,0,30.377911,Residential,Wood,1
812455,FL,WALTON COUNTY,6431697,0,0,8145667.07,0,30.377911,Commercial,Reinforced Masonry,1
555701,FL,WALTON COUNTY,2705.4,0,0,4268.64,0,30.377911,Residential,Wood,1
963672,FL,WALTON COUNTY,216000,216000,216000,299849.47,10800,30.385115,Residential,Wood,1
137571,FL,WALTON COUNTY,4331700,4331700,4331700,5742209.81,0,30.37686,Commercial,Reinforced Masonry,1
330767,FL,WALTON COUNTY,5031.9,5031.9,5031.9,5790.29,0,30.379471,Residential,Wood,3
412319,FL,WALTON COUNTY,133020,133020,133020,125556.51,0,30.379471,Residential,Wood,3
240615,FL,WALTON COUNTY,133020,133020,133020,187055.78,0,30.379471,Residential,Wood,3
118770,FL,WALTON COUNTY,133020,133020,133020,210703.68,0,30.379471,Residential,Wood,3
767744,FL,WALTON COUNTY,133020,133020,133020,137792.76,0,30.379471,Residential,Wood,3
167183,FL,WALTON COUNTY,133020,133020,133020,214039.82,0,30.379471,Residential,Wood,3
849883,FL,WALTON COUNTY,133020,133020,133020,170325.19,0,30.379471,Residential,Wood,3
310361,FL,WALTON COUNTY,133020,133020,133020,135680.4,0,30.379471,Residential,Wood,3
650883,FL,WALTON COUNTY,133020,133020,133020,144512.93,0,30.379471,Residential,Wood,3
876881,FL,WALTON COUNTY,133020,133020,133020,152218.78,0,30.379471,Residential,Wood,3
161574,FL,WALTON COUNTY,223020,223020,223020,325576.64,0,30.379471,Residential,Wood,3
593465,FL,WALTON COUNTY,2491534.8,2491534.8,2491534.8,3870728.87,0,30.379471,Commercial,Reinforced Masonry,3
413972,FL,WALTON COUNTY,5591003.55,0,0,9810000,0,30.385239,Commercial,Reinforced Masonry,1
430801,FL,WALTON COUNTY,53100,0,0,59530.41,0,30.3826,Residential,Wood,4
542491,FL,WALTON COUNTY,1754103.28,0,0,1408109.91,0,30.379148,Residential,Masonry,1
141830,FL,WALTON COUNTY,1410039.01,0,0,2107145.38,0,30.385355,Residential,Masonry,1
913792,FL,WALTON COUNTY,3866697.9,3866697.9,3866697.9,4412188.44,0,30.377675,Commercial,Reinforced Masonry,1
899387,FL,WALTON COUNTY,2363103.9,2363103.9,2363103.9,2222050.23,0,30.377675,Commercial,Reinforced Masonry,1
922176,FL,WALTON COUNTY,1080000,1080000,1080000,1412258.76,0,30.377675,Residential,Masonry,1
508612,FL,WALTON COUNTY,975414.6,975414.6,975414.6,1424148.23,0,30.377675,Residential,Masonry,1
453383,FL,WALTON COUNTY,945000,945000,945000,1036150.92,0,30.377675,Residential,Masonry,1
988066,FL,WALTON COUNTY,842880.6,842880.6,842880.6,1080084.06,0,30.377675,Residential,Masonry,1
447991,FL,WALTON COUNTY,389835,389835,389835,550421.68,0,30.377675,Residential,Masonry,1
993055,FL,WALTON COUNTY,269640,269640,269640,310625.28,0,30.377675,Residential,Wood,1
322842,FL,WALTON COUNTY,266535,266535,266535,303834.97,0,30.377675,Residential,Wood,1
521572,FL,WALTON COUNTY,219240,219240,219240,360946.21,0,30.377675,Residential,Wood,1
631055,FL,WALTON COUNTY,182700,182700,182700,191247.44,0,30.377675,Residential,Wood,1
321905,FL,WALTON COUNTY,176107.5,176107.5,176107.5,144269.03,0,30.377675,Residential,Wood,1
452162,FL,WALTON COUNTY,97744.5,97744.5,97744.5,128226.71,0,30.377675,Residential,Wood,1
908980,FL,WALTON COUNTY,67500,67500,67500,58684.5,0,30.39012,Residential,Wood,3
890894,FL,WALTON COUNTY,58500,58500,58500,45313.63,0,30.377675,Residential,Wood,1
888700,FL,WALTON COUNTY,45000,45000,45000,66771.81,0,30.377675,Residential,Wood,1
918787,FL,WALTON COUNTY,16443,16443,16443,15655.84,0,30.377675,Residential,Wood,1
457477,FL,WALTON COUNTY,13500,13500,13500,12515.11,0,30.377675,Residential,Wood,1
471375,FL,WALTON COUNTY,7200,7200,7200,8204.72,0,30.377675,Residential,Wood,1
471133,FL,WALTON COUNTY,7200,7200,7200,9872.18,0,30.377675,Residential,Wood,1
354257,FL,WALTON COUNTY,1814861.7,1814861.7,1814861.7,2674605.24,0,30.379837,Commercial,Reinforced Masonry,4
966598,FL,WALTON COUNTY,1561338,1561338,1561338,1209871.45,78066.9,30.376041,Residential,Masonry,3
924670,FL,WALTON COUNTY,0,0,90000,128714.4,0,30.38096,Residential,Wood,1
371425,FL,ESCAMBIA COUNTY,65700,0,65700,69018.51,0,30.334494,Residential,Wood,1
629224,FL,ESCAMBIA COUNTY,65700,0,65700,65180.71,0,30.334494,Residential,Wood,1
540985,FL,ESCAMBIA COUNTY,65700,0,65700,87855.35,0,30.334494,Residential,Wood,1
721375,FL,ESCAMBIA COUNTY,90000,0,90000,106704,0,30.334494,Residential,Wood,1
713284,FL,ESCAMBIA COUNTY,66150,0,66150,65012.22,0,30.334494,Residential,Wood,1
999959,FL,ESCAMBIA COUNTY,66150,0,66150,87957.27,0,30.334494,Residential,Wood,1
662754,FL,ESCAMBIA COUNTY,66150,0,66150,74198.47,0,30.334494,Residential,Wood,1
924130,FL,ESCAMBIA COUNTY,66150,0,66150,81618.52,0,30.334494,Residential,Wood,1
931461,FL,ESCAMBIA COUNTY,37350000,0,37350000,43020000,0,30.331675,Commercial,Steel Frame,1
257105,FL,SANTA ROSA COUNTY,132466.15,0,0,114053.36,0,30.343035,Residential,Wood,3
223233,FL,SANTA ROSA COUNTY,635837.52,0,0,844417.66,0,30.343035,Residential,Masonry,3
978076,FL,SANTA ROSA COUNTY,21194.58,0,0,19405.76,0,30.343035,Residential,Wood,3
705587,FL,SANTA ROSA COUNTY,211945.84,0,0,240346.58,0,30.3479,Residential,Wood,3
735129,FL,SANTA ROSA COUNTY,1589593.81,0,0,2442887.76,0,30.3479,Residential,Masonry,3
224104,FL,SANTA ROSA COUNTY,270000,270000,270000,437542.56,0,30.36875,Residential,Wood,1
986821,FL,ESCAMBIA COUNTY,15120000,15120000,15120000,19260000,0,30.333445,Commercial,Reinforced Concrete,1
513126,FL,ESCAMBIA COUNTY,1080000,1080000,1080000,1359106.56,0,30.333733,Residential,Masonry,1
825668,FL,SANTA ROSA COUNTY,23116.5,0,23116.5,19995.5,0,30.360451,Residential,Wood,1
748339,FL,SANTA ROSA COUNTY,6930,6930,6930,7754.23,138.6,30.35927,Residential,Wood,3
253767,FL,SANTA ROSA COUNTY,184680,184680,184680,128847.54,3693.6,30.35927,Residential,Wood,3
829906,FL,SANTA ROSA COUNTY,105300,105300,105300,170131.1,2106,30.35927,Residential,Wood,3
244259,FL,SANTA ROSA COUNTY,2430,2430,2430,2796.24,48.6,30.35927,Residential,Wood,3
686544,FL,SANTA ROSA COUNTY,720,720,720,697.68,14.4,30.35927,Residential,Wood,3
275362,FL,SANTA ROSA COUNTY,69030,69030,69030,61482.54,1380.6,30.35927,Residential,Wood,3
504590,FL,SANTA ROSA COUNTY,360,360,360,445.32,7.2,30.35927,Residential,Wood,3
918960,FL,SANTA ROSA COUNTY,450,450,450,513.09,9,30.35927,Residential,Wood,3
124890,FL,SANTA ROSA COUNTY,450,450,450,683.42,9,30.35927,Residential,Wood,3
745232,FL,SANTA ROSA COUNTY,450,450,450,423.09,9,30.35927,Residential,Wood,3
551173,FL,SANTA ROSA COUNTY,450,450,450,665.68,9,30.35927,Residential,Wood,3
625539,FL,SANTA ROSA COUNTY,450,450,450,714.83,9,30.35927,Residential,Wood,3
182852,FL,SANTA ROSA COUNTY,450,450,450,504.9,9,30.35927,Residential,Wood,3
325267,FL,SANTA ROSA COUNTY,450,450,450,371.97,9,30.35927,Residential,Wood,3
928844,FL,SANTA ROSA COUNTY,450,450,450,346.87,9,30.35927,Residential,Wood,3
564801,FL,SANTA ROSA COUNTY,450,450,450,584.01,9,30.35927,Residential,Wood,3
400779,FL,SANTA ROSA COUNTY,23850000,23850000,23850000,28260000,0,30.359278,Commercial,Reinforced Concrete,1
580684,FL,SANTA ROSA COUNTY,907056,907056,907056,865251.6,0,30.359278,Residential,Masonry,1
592817,FL,SANTA ROSA COUNTY,1464102,1464102,1464102,1196358.74,0,30.359278,Residential,Masonry,1
734245,FL,SANTA ROSA COUNTY,8640,8640,8640,12377.66,172.8,30.359278,Residential,Wood,1
166317,FL,SANTA ROSA COUNTY,19260,19260,19260,23148.59,385.2,30.359278,Residential,Wood,1
238385,FL,SANTA ROSA COUNTY,54090,54090,54090,96795.24,1081.8,30.359278,Residential,Wood,1
100486,FL,SANTA ROSA COUNTY,500148,500148,500148,700452.27,0,30.359278,Residential,Masonry,1
104523,FL,SANTA ROSA COUNTY,2340,2340,2340,2403.51,46.8,30.359278,Residential,Wood,1
499960,FL,SANTA ROSA COUNTY,31950,31950,31950,33359.25,639,30.359278,Residential,Wood,1
509826,FL,SANTA ROSA COUNTY,132480,132480,132480,196596.08,2649.6,30.359278,Residential,Wood,1
262040,FL,SANTA ROSA COUNTY,150570,150570,150570,226360.92,3011.4,30.359278,Residential,Wood,1
257157,FL,SANTA ROSA COUNTY,7110,7110,7110,12039.51,142.2,30.359278,Residential,Wood,1
551907,FL,SANTA ROSA COUNTY,11700,11700,11700,12593.3,234,30.359278,Residential,Wood,1
473018,FL,SANTA ROSA COUNTY,74880,74880,74880,88178.61,1497.6,30.359278,Residential,Wood,1
336331,FL,SANTA ROSA COUNTY,15570,15570,15570,14433.39,311.4,30.359278,Residential,Wood,1
176508,FL,SANTA ROSA COUNTY,1800,1800,1800,2906.28,36,30.359278,Residential,Wood,1
884653,FL,SANTA ROSA COUNTY,270,270,270,405.28,5.4,30.359278,Residential,Wood,1
884722,FL,SANTA ROSA COUNTY,4860,4860,4860,7373.34,97.2,30.359278,Residential,Wood,1
605027,FL,SANTA ROSA COUNTY,2430,2430,2430,3530.46,48.6,30.359278,Residential,Wood,1
903230,FL,SANTA ROSA COUNTY,2430,2430,2430,3598.99,48.6,30.359278,Residential,Wood,1
476285,FL,SANTA ROSA COUNTY,540,540,540,750.42,10.8,30.359278,Residential,Wood,1
948111,FL,SANTA ROSA COUNTY,176310,176310,176310,298475.2,3526.2,30.359278,Residential,Wood,1
504675,FL,SANTA ROSA COUNTY,4410,4410,4410,5023.17,88.2,30.359278,Residential,Wood,1
671626,FL,SANTA ROSA COUNTY,4410,4410,4410,4736.13,88.2,30.359278,Residential,Wood,1
707861,FL,SANTA ROSA COUNTY,6210,6210,6210,7163.66,124.2,30.359278,Residential,Wood,1
895905,FL,SANTA ROSA COUNTY,8820,8820,8820,10778.03,176.4,30.359278,Residential,Wood,1
507835,FL,SANTA ROSA COUNTY,8820,8820,8820,13441.57,176.4,30.359278,Residential,Wood,1
428223,FL,SANTA ROSA COUNTY,360,360,360,536.81,7.2,30.359278,Residential,Wood,1
367585,FL,SANTA ROSA COUNTY,90,90,90,94.11,1.8,30.359278,Residential,Wood,1
830470,FL,SANTA ROSA COUNTY,90,90,90,76.01,1.8,30.359278,Residential,Wood,1
272593,FL,SANTA ROSA COUNTY,2520,2520,2520,2560.48,50.4,30.359278,Residential,Wood,1
989877,FL,SANTA ROSA COUNTY,17370,17370,17370,17126.91,347.4,30.359278,Residential,Wood,1
699646,FL,SANTA ROSA COUNTY,22950,22950,22950,17435.12,459,30.359278,Residential,Wood,1
399907,FL,SANTA ROSA COUNTY,22950,22950,22950,29929.1,459,30.359278,Residential,Wood,1
211482,FL,SANTA ROSA COUNTY,31590,31590,31590,34402.11,631.8,30.359278,Residential,Wood,1
554106,FL,SANTA ROSA COUNTY,31590,31590,31590,24543.91,631.8,30.359278,Residential,Wood,1
590629,FL,SANTA ROSA COUNTY,450,450,450,374.41,9,30.359278,Residential,Wood,1
992337,FL,SANTA ROSA COUNTY,450,450,450,457.19,9,30.359278,Residential,Wood,1
415862,FL,SANTA ROSA COUNTY,450,450,450,559.68,9,30.359278,Residential,Wood,1
846424,FL,SANTA ROSA COUNTY,450,450,450,525.37,9,30.359278,Residential,Wood,1
942249,FL,SANTA ROSA COUNTY,10152,10152,10152,16477.43,0,30.359278,Residential,Wood,1
270306,FL,SANTA ROSA COUNTY,10152,10152,10152,9236.21,0,30.359278,Residential,Wood,1
525880,FL,SANTA ROSA COUNTY,932490,932490,932490,1626643.02,18649.8,30.359991,Residential,Masonry,1
216978,FL,SANTA ROSA COUNTY,2450925,2450925,2450925,1969808.42,49018.5,30.359991,Commercial,Reinforced Masonry,1
847119,FL,SANTA ROSA COUNTY,2392776,2392776,2392776,1845653.41,0,30.359991,Commercial,Reinforced Masonry,1
435108,FL,SANTA ROSA COUNTY,540,540,540,543.69,10.8,30.359991,Residential,Wood,1
397388,FL,SANTA ROSA COUNTY,540,540,540,657.15,10.8,30.359991,Residential,Wood,1
345366,FL,SANTA ROSA COUNTY,540,540,540,497.45,10.8,30.359991,Residential,Wood,1
223060,FL,SANTA ROSA COUNTY,90,90,90,88.27,1.8,30.359991,Residential,Wood,1
347262,FL,SANTA ROSA COUNTY,90,90,90,78.27,1.8,30.359991,Residential,Wood,1
900540,FL,SANTA ROSA COUNTY,2250,2250,2250,1823.23,45,30.359991,Residential,Wood,1
513661,FL,SANTA ROSA COUNTY,344494.8,0,0,312135.03,0,30.360725,Residential,Wood,1
905359,FL,ESCAMBIA COUNTY,35730000,0,35730000,53280000,0,30.344387,Commercial,Reinforced Concrete,1
108901,FL,ESCAMBIA COUNTY,7357500,0,7357500,6882382.08,0,30.344488,Commercial,Reinforced Masonry,1
318268,FL,ESCAMBIA COUNTY,162000,0,162000,169011.36,0,30.344488,Residential,Wood,1
807301,FL,ESCAMBIA COUNTY,45000,0,45000,77674.68,0,30.344405,Residential,Wood,1
786635,FL,SANTA ROSA COUNTY,3962033.04,0,0,3598033.14,0,30.36125,Commercial,Reinforced Masonry,1
812938,FL,SANTA ROSA COUNTY,31500,31500,31500,26937.29,1575,30.36125,Residential,Wood,1
346494,FL,SANTA ROSA COUNTY,11250000,0,0,17910000,0,30.38828,Commercial,Reinforced Concrete,1
385437,FL,SANTA ROSA COUNTY,138699,0,138699,180877.37,0,30.40478,Residential,Wood,1
825088,FL,SANTA ROSA COUNTY,22860,0,22860,36712.59,0,30.402021,Residential,Wood,1
170378,FL,SANTA ROSA COUNTY,11880000,11880000,11880000,20250000,237024,30.38344,Commercial,Reinforced Concrete,1
389374,FL,SANTA ROSA COUNTY,1655775,1655775,1655775,1196290.81,33115.5,30.38344,Residential,Masonry,1
129286,FL,SANTA ROSA COUNTY,10800,10800,10800,16145.89,216,30.38344,Residential,Wood,1
907574,FL,SANTA ROSA COUNTY,270,270,270,285.17,5.4,30.38344,Residential,Wood,1
735800,FL,SANTA ROSA COUNTY,270,270,270,260.88,5.4,30.38344,Residential,Wood,1
115957,FL,SANTA ROSA COUNTY,270,270,270,416.15,5.4,30.38344,Residential,Wood,1
421717,FL,SANTA ROSA COUNTY,270,270,270,458.38,5.4,30.38344,Residential,Wood,1
112435,FL,SANTA ROSA COUNTY,270,270,270,353.08,5.4,30.38344,Residential,Wood,1
110176,FL,SANTA ROSA COUNTY,270,270,270,240.93,5.4,30.38344,Residential,Wood,1
836931,FL,SANTA ROSA COUNTY,270,270,270,319.78,5.4,30.38344,Residential,Wood,1
189595,FL,SANTA ROSA COUNTY,270,270,270,283.64,5.4,30.38344,Residential,Wood,1
990943,FL,SANTA ROSA COUNTY,116640,116640,116640,143766.73,2332.8,30.38344,Residential,Wood,1
736490,FL,SANTA ROSA COUNTY,2880,2880,2880,4139.94,57.6,30.38344,Residential,Wood,1
531947,FL,SANTA ROSA COUNTY,540,540,540,685.42,10.8,30.38344,Residential,Wood,1
611803,FL,SANTA ROSA COUNTY,4050,4050,4050,5748.02,81,30.38344,Residential,Wood,1
760374,FL,SANTA ROSA COUNTY,5400,5400,5400,6458.36,108,30.38344,Residential,Wood,1
388637,FL,SANTA ROSA COUNTY,5400,5400,5400,6460.82,108,30.38344,Residential,Wood,1
218586,FL,SANTA ROSA COUNTY,360,360,360,398.87,7.2,30.38344,Residential,Wood,1
762291,FL,SANTA ROSA COUNTY,360,360,360,500.09,7.2,30.38344,Residential,Wood,1
988675,FL,SANTA ROSA COUNTY,450,450,450,488.73,9,30.38344,Residential,Wood,1
541105,FL,SANTA ROSA COUNTY,450,450,450,597.48,9,30.38344,Residential,Wood,1
170671,FL,SANTA ROSA COUNTY,450,450,450,420.71,9,30.38344,Residential,Wood,1
240936,FL,SANTA ROSA COUNTY,450,450,450,588.06,9,30.38344,Residential,Wood,1
626576,FL,SANTA ROSA COUNTY,450,450,450,396.94,9,30.38344,Residential,Wood,1
